gene,Epi_mock1,Epi_mock2,Epi_mock3,Epi_KD1,Epi_KD2,Epi_KD3,Fib_mock1,Fib_mock2,Fib_mock3,Fib_KD1,Fib_KD2,Fib_KD3
IL7,0,5,0,3,0,1,12,7,9,14,11,21
RPL3P9,0,0,0,0,0,0,0,0,0,0,0,1
STMN2,0,0,0,0,0,0,2,1,0,0,0,1
HEY1,14,19,37,53,66,61,86,37,98,60,68,71
LINC01607,5,1,4,3,0,6,2,0,1,2,0,1
LOC101927040,7,15,14,25,31,53,3,3,2,1,3,1
LOC124902076,0,0,0,0,0,0,0,0,0,0,0,0
LOC124901966,0,2,0,0,1,0,0,0,0,0,0,0
MRPS28,66,170,150,125,158,159,129,117,124,134,119,157
TPD52,1559,2626,2059,1747,1511,1672,1,4,1,0,2,0
RN7SL41P,0,0,0,0,0,0,0,0,0,0,0,0
MIR5708,0,0,0,0,0,0,0,0,0,0,0,0
RPL13AP18,0,0,0,0,0,0,0,2,0,0,0,0
RPS5P5,3,5,0,2,3,1,2,3,0,0,4,6
LOC124900264,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1213P,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB10,287,547,493,372,442,486,214,172,231,185,176,212
RPSAP47,1,2,4,1,3,5,4,0,3,2,3,2
RNU7-174P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-71P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL107P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF704,2,1,0,2,6,2,3,0,0,1,0,2
RNU11-6P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL308P,0,0,0,0,0,0,0,0,0,0,0,0
PAG1,22,50,33,13,22,21,1049,856,769,451,530,701
LOC105375924,0,0,1,1,0,0,12,5,5,5,2,0
FABP5,0,0,0,0,0,0,28,16,59,27,60,59
PMP2,0,0,0,0,0,0,0,0,0,0,1,0
FABP9,0,0,0,0,0,0,0,0,0,1,0,0
FABP4,0,0,0,0,0,0,1030,506,1672,2163,3554,3119
FABP12,0,3,0,2,2,0,0,0,0,0,0,0
SLC10A5P1,0,0,0,0,0,0,0,0,0,0,0,0
IMPA1,357,782,625,446,480,423,614,552,718,516,594,607
SLC10A5,31,117,79,52,77,54,5,3,6,10,10,0
ZFAND1,866,1543,1327,1358,1320,1458,446,402,529,432,477,476
CHMP4C,370,639,541,372,386,377,0,0,0,0,0,1
SNX16,86,179,115,92,94,134,164,158,175,146,204,159
LINC02235,0,2,1,0,1,0,1,0,0,0,2,0
LINC02839,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927141,0,0,0,0,0,0,0,0,0,0,0,0
DPPA3P9,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420845,0,0,0,0,0,0,0,0,0,0,0,0
LOC100533622,0,0,0,0,0,0,0,0,0,0,0,0
LINC01419,1,4,4,1,0,1,0,0,0,0,0,0
RALYL,0,0,1,0,0,0,0,0,0,0,2,0
RNU6-1040P,0,0,0,0,0,0,0,0,0,0,0,0
PSMC2P2,0,0,0,0,0,1,0,0,0,0,0,0
LOC100422614,0,1,0,0,1,0,0,0,0,0,0,0
LRRCC1,243,372,379,259,201,242,255,260,236,149,230,209
E2F5-DT,5,11,5,5,5,5,0,0,0,0,1,1
E2F5,233,382,291,314,342,288,20,42,39,38,43,24
RBIS,242,430,389,350,313,348,310,275,296,284,299,320
CA13,102,159,114,100,86,91,8,7,3,6,0,7
CA1,0,0,0,0,0,0,0,0,0,0,0,0
CA3,0,4,2,1,1,0,0,0,0,0,0,0
CA2,96,132,194,151,175,199,0,0,0,0,0,0
REXO1L12P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02849,1,1,1,1,0,0,0,0,0,0,0,0
ATP6V0D2,0,0,0,0,0,0,0,2,3,0,2,1
RPL32P4,0,0,0,0,0,0,0,0,0,0,0,0
PSKH2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105375623,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A13,0,0,0,0,0,0,0,0,0,0,0,0
WWP1-AS1,12,17,5,1,3,2,2,1,1,2,1,5
WWP1,1020,2317,1836,1094,1481,1390,708,588,678,633,547,675
RMDN1,737,1364,988,692,675,653,725,700,661,692,685,796
NTAN1P2,1,4,6,1,5,8,4,6,1,2,3,0
CPNE3,349,719,716,742,927,912,1941,1514,1672,2220,1964,2505
CNGB3,0,1,1,0,1,0,0,0,2,0,0,1
MIOXP1,0,0,0,0,0,0,0,0,0,0,1,0
GOLGA2P1,0,0,0,0,0,0,1,0,0,0,0,0
CNBD1,0,5,3,3,2,3,0,0,0,0,0,0
IARS2P1,0,0,0,1,0,0,2,1,0,0,0,0
LOC100419762,0,0,0,0,0,0,0,0,0,0,0,0
DCAF4L2,0,0,0,0,0,0,0,0,0,1,0,2
MMP16,22,72,62,22,38,40,764,567,750,678,766,832
RNA5SP272,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP74,0,0,0,1,0,0,0,0,0,0,0,0
PARAIL,79,97,74,65,71,74,60,29,60,42,57,46
RIPK2,398,619,541,620,623,577,910,770,1111,780,1123,1056
COX6B1P6,0,0,0,0,1,0,0,0,0,0,0,0
RNU6-925P,0,2,0,1,0,0,0,0,0,0,2,0
OSGIN2,288,498,641,1003,1193,1161,456,249,703,659,1081,886
NBN,616,1322,1033,920,1183,1150,1050,903,934,1051,1145,1301
DECR1,705,1328,995,804,759,641,852,938,895,1062,890,877
CALB1,0,3,1,4,16,9,0,0,0,0,2,1
RNA5SP273,0,0,0,0,0,0,0,0,0,0,0,0
TMEM64,97,141,164,353,421,351,284,287,344,315,351,368
LOC124906712,0,0,0,1,1,0,0,1,1,3,2,1
NECAB1,1,8,8,2,6,6,110,105,171,102,174,148
LOC105375635,0,0,0,0,0,0,0,0,1,0,0,0
C8orf88,1,1,4,0,1,0,122,128,150,93,168,118
PIP4P2,192,425,288,148,145,129,401,364,414,379,388,455
OTUD6B-AS1,396,656,561,594,629,503,555,476,536,460,552,559
OTUD6B,417,922,785,418,493,469,442,386,430,273,336,358
LRRC69,14,17,22,21,20,25,3,7,5,6,6,9
MIR4661,0,0,0,0,0,0,0,0,0,0,0,0
SLC26A7,1,7,2,0,6,2,0,0,1,0,0,0
RN7SKP231,0,0,0,0,0,0,0,0,0,0,0,0
RUNX1T1,2,0,0,0,0,1,160,109,123,173,137,175
LOC105375638,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724710,0,0,0,1,0,0,0,0,0,0,0,0
LOC101926956,0,0,0,0,0,0,0,0,0,0,0,0
FLJ46284,1,6,5,1,1,1,4,0,1,4,1,2
TRIQK,126,243,234,206,175,205,284,273,346,513,358,339
IRF5P1,0,0,0,0,0,0,0,0,0,0,0,0
MIR8084,0,0,0,0,0,0,0,0,0,0,0,0
LINC02906,0,0,0,0,0,0,0,0,0,0,0,0
CIBAR1-DT,0,0,3,0,0,0,4,1,0,2,0,4
RNA5SP274,0,0,0,0,0,0,0,0,0,0,0,0
ZNF317P1,0,0,0,0,0,1,0,0,0,0,0,0
CIBAR1,81,99,126,211,183,155,598,512,757,764,805,766
RBM12B,292,701,654,521,886,878,291,213,234,242,245,248
RBM12B-AS1,5,16,16,3,17,24,9,6,4,4,4,4
RBM12B-DT,2,6,5,2,5,0,2,0,0,0,0,1
TMEM67,99,198,205,161,198,166,127,83,96,125,87,98
PDP1,586,1178,1331,943,1209,1174,1164,949,1230,1068,1225,1271
MIR378D2HG,1,5,2,6,1,1,0,0,0,1,1,1
MIR378D2,0,0,0,0,0,0,0,0,0,0,0,0
RPL34P18,0,2,6,7,4,3,4,3,5,7,7,3
CDH17,2,4,1,2,0,0,1,1,1,2,1,2
RPL6P23,0,0,0,0,0,0,0,0,0,0,0,0
GEM,6,19,14,8,5,10,781,594,797,459,663,825
RPS4XP10,0,0,2,0,1,0,0,0,0,0,0,0
RAD54B,37,89,86,48,66,63,58,41,68,32,63,48
FSBP,0,5,2,1,5,1,1,2,0,4,2,5
VIRMA,894,2186,1536,803,1140,1094,1327,1173,1257,1135,1149,1175
VIRMA-DT,5,11,7,1,1,6,6,2,4,1,9,3
LOC100286997,3,2,1,1,0,0,0,0,0,0,1,0
ESRP1,2276,3940,3434,2143,2349,2579,1,0,0,0,0,0
RPS15AP26,0,2,1,1,1,0,0,0,0,0,0,0
DPY19L4,361,968,720,434,606,577,576,447,551,537,577,602
INTS8,555,958,901,704,910,852,552,489,566,596,555,518
CCNE2,66,192,133,103,149,156,145,93,122,94,113,160
LOC100128548,0,0,1,0,0,0,0,0,1,1,0,0
NDUFAF6,194,329,204,324,315,244,223,170,242,180,258,226
TP53INP1,1,4,3,3,4,1,255,191,364,478,353,281
RNU6-1209P,0,2,0,0,0,1,1,0,0,0,0,0
MIR3150BHG,0,1,1,1,0,1,1,0,0,0,0,2
MIR3150B,0,0,0,0,0,0,0,0,0,0,0,0
MIR3150A,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHF2,236,415,326,352,366,345,371,304,347,368,387,398
CFAP418-AS1,4,10,4,3,3,1,1,0,1,0,1,1
LINC01298,0,0,0,0,0,0,0,0,0,0,0,0
CFAP418,61,133,79,76,82,58,34,20,27,32,45,35
RNU6-690P,0,0,0,0,0,0,0,0,0,0,0,0
GDF6,0,0,0,0,0,1,0,0,0,1,0,0
UQCRB,1595,3060,2367,3333,2537,2443,2534,2431,2719,2691,2936,2789
UQCRB-AS1,3,1,2,0,0,1,0,0,2,1,0,0
MTERF3,191,317,300,430,412,349,302,241,338,274,401,350
PTDSS1,1584,2779,2477,2602,2924,2805,2320,1845,2332,1850,2168,2324
RNU6-1172P,0,0,0,0,0,0,0,0,0,0,0,0
SDC2,19,42,17,19,23,21,1148,909,1070,1459,1140,1256
CPQ,0,0,0,0,0,0,804,598,715,1015,825,862
TSPYL5,575,1504,1171,664,965,920,59,49,63,68,49,72
SNORD3H,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P33,0,0,0,0,0,0,0,0,0,0,0,0
MTDH,2165,4181,3392,3099,3301,3284,4778,4095,4789,3477,4270,4320
LAPTM4B,4527,8361,6826,6250,6562,5746,1440,1157,1277,1412,1309,1441
RPS23P1,0,0,1,2,1,0,0,0,0,1,0,0
MATN2,0,4,1,4,9,10,289,256,289,768,445,489
RPL30,2196,3917,3285,4463,3818,3337,5033,4479,5437,4615,5651,5194
SNORA72,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-703P,1,2,0,0,0,1,0,1,2,0,0,0
ERICH5,0,3,0,0,2,0,18,24,15,24,14,3
RIDA,484,717,557,823,727,711,239,247,242,304,289,265
POP1,198,397,407,474,711,694,370,316,343,304,372,464
NIPAL2,45,59,86,92,82,101,408,345,370,624,396,550
RNU6-914P,0,0,0,0,0,0,0,0,0,0,0,0
STK3,450,734,627,494,564,599,589,495,674,657,712,635
KCNS2,1,0,2,0,0,0,0,1,3,1,3,2
RNU6-748P,0,1,0,0,0,0,0,0,0,0,0,0
RPL19P14,0,0,0,0,0,0,0,0,0,0,0,0
MRPL57P7,0,0,0,0,0,0,0,0,0,0,2,0
RN7SKP85,0,0,0,0,0,0,0,0,0,0,0,0
OSR2,21,32,20,22,26,29,185,99,167,356,213,161
VPS13B-DT,30,55,55,37,41,27,39,28,40,36,35,34
VPS13B,311,1049,784,234,436,489,688,482,517,616,459,576
LOC100420057,0,0,0,0,0,0,0,0,0,1,0,0
MIR599,0,0,0,0,0,0,0,0,0,0,0,0
MIR875,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL350P,0,0,0,0,0,0,1,0,0,0,0,0
COX6C,1126,1965,1434,2340,1633,1561,1462,1374,1627,1570,1835,1567
RGS22,0,1,0,0,1,0,2,0,4,3,5,5
SNORD77B,0,0,0,0,0,0,0,0,0,0,0,0
FBXO43,8,20,12,6,6,9,44,48,66,65,75,48
POLR2K,500,832,734,663,523,531,675,616,780,638,837,704
SPAG1,290,526,458,334,449,407,102,114,95,67,73,75
RNF19A,258,443,421,284,413,421,788,647,737,776,761,717
LOC124901990,0,0,0,0,0,0,0,0,0,0,0,0
MIR4471,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD46,94,165,106,146,129,138,73,81,88,90,96,97
GAPDHP62,0,0,1,1,0,0,0,1,0,0,1,1
SNX31,1,0,1,0,0,0,0,0,3,0,0,0
LOC105375671,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1092P,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1,8515,13440,11554,16327,16984,15926,17581,15107,19215,16781,18537,15871
MIR7705,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC41P,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P23,0,0,0,0,0,0,0,1,0,0,0,0
RNU4-83P,0,0,0,0,0,0,0,0,0,0,0,0
YWHAZ,13071,23206,19821,14833,14255,15585,17061,15392,17316,15054,15465,15651
RN7SL685P,0,0,0,0,0,0,0,0,0,0,0,0
SLEAR,6,1,1,0,0,1,5,1,0,1,2,1
ZNNT1,34,39,32,28,49,32,19,19,16,28,31,15
ZNF706,514,715,751,799,685,725,847,722,914,763,869,857
LOC100419977,0,0,0,0,0,0,0,0,0,0,0,0
LINC02844,0,0,0,0,0,0,6,6,11,32,9,6
RNU7-67P,0,0,0,0,0,0,0,0,0,0,0,0
NACA4P,0,0,1,1,3,0,1,0,2,0,1,1
LINC02845,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL563P,0,0,0,0,0,0,0,0,0,0,0,0
GRHL2-DT,0,0,0,0,0,0,0,0,0,0,0,0
GRHL2,271,686,445,190,214,249,0,0,1,1,0,3
LOC124901995,0,0,1,0,0,0,0,0,0,0,0,0
NCALD,10,13,18,4,3,3,261,165,171,299,251,307
LOC124902079,0,0,0,0,0,0,0,0,0,0,0,0
MIR5680,0,0,0,0,0,0,0,0,0,0,0,0
LOC112268018,0,0,0,0,0,0,0,0,0,0,0,0
RRM2B,177,337,315,339,415,401,816,883,821,1307,929,992
SUMO2P19,0,0,2,0,0,4,0,0,0,0,0,0
UBR5,810,2222,1890,652,1248,1283,1650,1253,1581,1355,1393,1501
RNU6ATAC8P,1,1,1,0,2,2,0,0,0,0,0,0
RPS12P15,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1224P,0,0,0,0,0,0,0,0,0,0,0,0
ODF1,0,0,0,0,0,0,0,0,0,0,0,0
KLF10,1130,1857,1929,867,1038,1195,1702,1162,1507,913,1323,1606
LOC101927245,11,6,3,5,2,2,7,3,11,12,7,5
AZIN1,2601,6179,4625,1901,2393,2525,4596,4340,4914,3392,3931,3399
RPL5P24,0,0,0,0,3,1,0,0,0,0,0,0
NPM1P52,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1C1,788,1556,1298,1026,1172,1206,1414,1095,1299,1096,1308,1352
MTND1P5,0,0,0,1,0,1,0,0,0,0,0,0
MTCO1P4,2,1,0,3,0,0,0,0,0,0,0,0
MTCO2P4,1,1,0,0,0,0,0,0,0,0,0,0
BAALC,7,8,8,6,7,4,10,15,17,21,6,35
MIR3151,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369147,27,50,27,17,21,19,27,13,21,22,22,28
FZD6,1359,2939,2035,1495,2141,1825,1633,1489,1267,1324,1003,1299
CTHRC1,2,0,1,2,0,5,551,525,706,549,584,492
RNU6-1011P,1,0,1,0,0,0,0,0,2,0,0,2
SLC25A32,3,2,3,2,0,2,6,1,3,2,2,6
DCAF13,901,1521,1397,1525,1352,1464,1141,1081,1249,1018,1308,1294
RIMS2,3,3,2,0,4,2,34,40,24,35,32,32
RPS6P9,0,0,0,0,0,0,0,0,0,0,0,0
DPYS,0,8,2,2,2,0,1,0,0,1,0,0
DCSTAMP,0,0,0,0,0,0,23,8,23,23,23,46
MIR548A3,0,0,0,0,0,2,0,0,0,0,0,0
LRP12,261,589,536,332,511,469,1013,767,1077,918,1006,991
ZFPM2,16,25,20,47,38,43,87,73,99,210,132,117
LINC03084,0,0,0,0,0,0,0,0,1,0,0,0
RPL17P32,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P24,0,3,0,0,1,0,0,0,0,0,0,0
SLC16A14P1,0,0,0,0,0,0,0,0,0,0,0,0
OXR1,355,851,617,427,518,461,557,454,629,659,650,578
RNU7-84P,0,0,0,0,0,0,1,0,0,0,0,0
ABRA,1,0,0,0,0,1,0,0,0,0,0,0
HMGB1P46,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,1,0,0,0,0,0,528,593,789,1804,1079,903
PGAM1P13,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP275,0,0,0,0,0,0,0,0,0,0,0,0
RSPO2,0,0,0,1,2,0,2,0,2,0,1,0
AURKBP1,0,0,0,0,2,1,0,0,0,0,0,0
EIF3E,3671,6091,5481,5763,5153,5083,4047,3667,4448,3391,4471,3987
EMC2,430,763,623,554,519,553,593,584,695,573,615,535
LOC101060000,0,0,0,0,0,0,0,0,0,0,0,0
TMEM74,0,0,0,0,0,0,0,0,1,0,1,0
LOC101927413,0,1,0,4,6,1,0,0,0,0,1,0
TRHR,0,0,0,0,0,1,0,0,0,0,0,0
NUDCD1,321,518,563,772,879,910,1060,865,1302,1152,1455,1309
ENY2,625,1055,978,1212,1017,990,1132,1056,1379,1088,1455,1263
PKHD1L1,0,0,3,1,0,0,0,0,0,0,0,0
EBAG9,425,807,607,573,553,532,270,235,240,256,257,255
SYBU,2,2,1,8,10,6,1,1,0,0,2,0
LOC644335,0,0,0,0,0,0,0,0,0,0,0,0
LOC124902096,0,0,0,0,0,0,0,0,0,0,0,0
KCNV1,0,0,1,1,0,2,0,0,0,0,0,0
RPSAP48,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132280,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB9P3,0,0,0,0,0,0,0,0,0,0,0,0
MTCO1P47,0,0,0,0,0,0,0,0,0,0,0,0
LINC01608,0,2,1,0,0,0,0,0,0,0,0,0
LINC01609,0,0,0,0,0,0,0,0,0,0,0,0
LINC02237,0,0,0,0,0,0,1,0,0,0,0,0
H2AZP7,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-37P,0,0,0,0,0,0,0,0,0,0,0,0
CSMD3,0,1,0,0,0,0,1,0,0,0,0,0
RPL30P16,0,0,0,0,0,0,0,0,0,0,0,0
MIR2053,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420746,0,0,0,0,0,0,0,0,0,0,0,0
CARS1P2,0,0,0,0,0,0,0,0,0,0,0,0
TRPS1,0,1,0,0,0,0,128,88,102,129,68,96
TRPS1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00536,0,0,0,0,0,0,0,0,1,0,1,0
RNA5SP276,0,0,0,0,0,0,0,0,0,0,0,0
EIF3H,2034,3505,2994,2972,2816,2857,3921,3394,4061,3296,3976,3623
UTP23,216,386,321,436,376,351,375,307,334,326,367,367
RAD21,1527,3131,2670,1653,2165,1894,4086,3377,5072,3724,4991,4565
RAD21-AS1,3,11,8,1,3,1,6,2,0,3,4,8
MIR3610,0,0,0,0,0,0,0,0,0,0,0,0
AARD,0,0,0,1,0,0,0,0,0,0,0,0
SLC30A8,0,0,0,0,0,0,0,0,0,0,1,0
RN7SL228P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL826P,0,0,0,0,0,0,0,0,0,0,0,0
MED30,268,448,328,402,305,279,184,161,220,154,252,204
EXT1,779,1609,1265,1208,1743,1648,5177,4182,5072,6213,5729,5764
SAMD12,488,1447,1030,455,651,668,342,270,366,475,265,347
TNFRSF11B,58,111,76,215,286,180,1630,1407,1482,2546,2024,2562
RNU6-12P,0,0,0,0,0,0,0,0,0,0,0,0
COLEC10,0,4,5,1,10,7,8,6,4,17,11,17
LOC101927513,0,0,0,0,0,0,0,1,0,0,1,0
MAL2,2248,3938,3663,5337,5077,5296,0,1,0,0,0,1
MAL2-AS1,3,4,8,2,1,11,0,0,0,0,0,0
MIR548AZ,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900266,0,0,0,0,0,0,0,0,0,0,0,0
CCN3,39,51,72,161,159,125,167,99,158,373,244,302
ENPP2,0,2,0,1,1,1,20,57,13,49,11,19
CYCSP23,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP153,1,0,1,0,1,0,0,0,0,0,0,0
TAF2,663,1546,1087,402,554,537,907,732,792,635,682,763
DSCC1,507,754,670,575,575,574,236,202,264,155,226,203
DEPTOR,17,40,30,44,43,32,19,19,35,53,51,26
RNA5SP277,0,0,0,0,0,0,0,0,0,0,0,0
COL14A1,5,6,15,14,31,14,26,2,39,6,30,13
MRPL13,718,1166,1042,1111,903,871,861,838,919,721,906,930
MTBP,247,530,422,262,354,328,229,144,224,133,220,190
SNTB1,904,1776,1426,1159,1318,1389,798,709,670,489,482,457
SNTB1-AS2,1,1,0,0,1,2,0,1,0,0,0,1
HAS2,0,0,2,0,0,0,2302,1619,3084,3173,3919,6211
HAS2-AS1,0,0,0,0,0,0,10,10,21,16,21,31
LINC02855,0,0,0,0,0,0,0,0,0,0,0,0
MRPS36P3,0,0,0,0,0,0,0,1,1,0,0,0
LOC124902081,0,0,0,0,0,0,0,0,0,0,0,0
CDK5P1,0,0,0,0,0,0,0,0,0,0,0,0
ZHX2,256,497,474,353,553,560,113,58,71,57,63,83
LOC124902013,0,0,0,0,0,2,0,0,0,0,0,0
DERL1,668,1193,1057,1145,1230,1269,1004,868,1190,1156,1284,1216
TBC1D31,305,587,414,278,287,299,252,198,327,204,321,225
HMGB1P19,2,2,1,1,0,0,1,0,0,0,2,1
FAM83A,0,0,2,1,1,0,1,2,0,0,0,0
LOC124902101,0,0,0,0,0,0,0,0,0,0,0,0
FAM83A-AS1,0,1,0,0,0,0,0,0,0,0,0,0
MIR4663,0,0,0,0,0,0,0,0,0,0,0,0
C8orf76,46,54,40,51,44,26,42,46,44,42,61,77
ZHX1-C8orf76,2,3,0,1,1,1,1,2,6,2,6,4
ZHX1,441,979,787,513,705,600,653,637,552,652,525,601
RNU6-628P,0,0,0,0,0,0,0,0,0,0,0,0
LOC392266,0,0,0,0,0,1,0,0,0,2,0,0
ATAD2,2052,4603,4063,2018,2420,2583,1480,1084,1621,982,1365,1294
RNU6-875P,0,0,0,1,1,0,0,0,0,0,0,0
MIR548AA1,0,0,0,0,0,0,0,0,0,0,0,0
MIR548D1,0,0,0,0,0,0,0,0,0,0,0,0
NTAQ1,201,332,320,382,326,320,255,232,272,286,410,363
LOC124902105,0,4,0,0,0,1,0,0,1,0,2,1
FBXO32,21,38,34,30,33,31,82,96,163,90,99,66
RN7SKP155,0,0,0,0,0,0,0,0,0,0,0,0
KLHL38,0,0,0,0,0,0,1,1,2,3,0,0
ANXA13,0,2,9,9,20,3,0,0,0,0,0,2
FAM91A1,814,1971,1672,764,972,1039,1402,1109,1337,820,1148,1016
FER1L6,0,1,0,0,1,0,0,1,1,3,0,2
FER1L6-AS1,0,0,0,0,0,0,0,1,0,0,1,0
FER1L6-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927588,1,3,0,5,1,2,0,0,1,0,1,0
RNU6-756P,0,0,0,0,0,0,0,0,0,0,0,0
TMEM65,175,244,281,275,360,348,637,554,659,699,705,674
TRMT12,96,207,183,120,152,178,249,227,292,190,264,223
RNF139-DT,17,47,38,26,29,16,21,20,20,26,14,21
RNF139,323,634,502,435,494,474,636,446,608,504,583,586
TATDN1,241,401,373,585,518,453,351,309,380,340,396,335
MIR6844,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB9,1673,2531,2132,3633,2630,2541,1242,1242,1371,1176,1491,1460
MTSS1,225,288,373,422,549,597,406,236,307,231,316,373
LOC105375743,0,0,0,0,0,0,0,0,0,0,0,0
MIR4662B,0,0,0,0,0,0,0,0,0,0,0,0
MIR4662A,0,0,0,0,0,0,0,0,0,0,0,0
LINC00964,0,0,0,0,0,0,0,2,0,0,0,2
MRS2P1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF572,30,44,32,22,18,20,9,7,8,8,9,10
SQLE-DT,0,0,0,0,0,0,0,0,0,0,0,0
SQLE,572,998,1042,799,1011,898,1312,1051,868,1068,864,1091
WASHC5,663,1287,990,588,790,812,1533,1216,1204,1196,1069,1189
WASHC5-AS1,1,6,1,0,1,0,2,0,0,0,0,2
NSMCE2,407,894,620,452,408,385,694,633,654,499,650,563
RN7SL329P,2,0,1,0,3,1,1,0,3,1,3,3
TRIB1,143,188,195,576,765,666,309,296,306,324,289,386
LOC105375747,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-442P,0,0,0,0,0,0,0,0,0,0,0,0
LINC00861,0,0,0,0,0,1,0,0,0,0,1,0
SOD1P3,0,0,0,0,0,0,0,0,0,0,0,0
RFPL4AP5,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927657,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-869P,0,0,0,0,0,0,0,0,0,0,0,0
LOC105375750,0,0,0,0,0,0,0,0,0,0,0,0
LRATD2,852,1632,1426,1205,1456,1362,4,1,5,4,3,2
PCAT1,24,65,38,25,37,39,4,2,1,1,1,1
RNU11-4P,0,0,1,0,0,0,0,0,0,0,0,0
LOC105375753,0,0,0,1,0,0,0,0,0,0,0,0
PCAT2,55,52,71,236,255,319,3,4,2,2,2,1
PRNCR1,2,6,3,9,8,7,1,3,2,7,2,3
SRRM1P1,0,0,0,0,0,0,0,0,0,0,0,0
CASC8,0,1,4,3,1,3,3,7,6,5,1,1
POU5F1B,4,18,5,8,5,7,0,1,0,0,1,0
CCAT2,0,1,1,0,0,0,0,0,0,0,0,0
CASC11,1,0,0,1,1,0,3,3,1,3,2,0
MYC,942,1156,1462,2518,2801,2668,1035,1025,1440,841,1235,1133
PVT1,123,135,125,180,150,179,209,188,210,197,214,224
MIR1204,0,0,0,0,0,0,0,0,0,0,0,0
LINC02912,0,2,3,1,2,3,1,0,0,2,1,0
MIR1205,0,0,0,1,0,0,2,0,0,0,0,0
RNVU1-32,9,6,6,6,15,10,8,9,6,3,5,14
MIR1206,0,2,3,0,1,0,2,1,0,1,1,3
RNU4-25P,0,2,0,0,0,2,0,0,0,0,0,0
MIR1207,0,0,0,0,0,0,0,0,0,0,0,0
MIR1208,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP226,0,0,0,0,0,0,0,0,0,0,0,0
CCDC26,7,7,7,6,7,9,0,2,0,2,1,4
RN7SKP206,0,0,0,0,0,0,0,0,0,0,0,0
MIR3686,0,0,0,0,0,0,0,0,0,0,0,0
GSDMC,0,0,0,0,0,0,0,0,0,0,0,0
CYRIB,992,1897,1439,1401,1506,1305,617,523,515,412,424,438
LOC124900265,0,0,0,0,0,0,0,0,0,0,0,2
RNU7-181P,0,1,1,2,0,0,0,0,0,0,0,0
MIR5194,0,0,0,0,0,0,0,0,0,0,0,0
ASAP1,595,1174,1099,867,1331,1436,4098,3254,3273,3241,3091,3477
ASAP1-IT2,2,1,6,8,5,5,8,8,14,2,16,6
LOC124900269,0,0,0,0,0,0,0,0,0,0,0,0
ADCY8,0,0,0,0,0,0,1,0,3,0,0,0
LOC105375759,0,0,0,0,0,0,0,0,0,0,0,0
EFR3A,1089,2685,2027,1134,1668,1459,1980,1731,1625,1611,1425,1509
OC90,0,0,0,0,0,0,0,0,0,0,0,0
HHLA1,0,0,0,0,0,0,0,0,0,0,0,0
KCNQ3,36,23,52,68,156,103,6,1,2,2,7,4
HPYR1,5,3,2,17,28,19,0,0,0,0,0,0
DNAAF11,42,103,65,60,58,68,0,0,1,2,0,0
TMEM71,0,0,0,0,0,0,46,31,49,10,40,27
PHF20L1,554,1035,816,672,708,727,1006,879,1006,1065,1034,1188
TG,1,9,4,7,9,18,4,2,4,4,2,7
