gene,ENSEMBL,chr,gene_biotype
RNU6-424P,ENSG00000207095,1,pseudo
FAM76A,ENSG00000009780,1,protein-coding
STX12,ENSG00000117758,1,protein-coding
RNU6-1245P,ENSG00000223062,1,pseudo
PPP1R8,ENSG00000117751,1,protein-coding
SCARNA1,ENSG00000252947,1,ncRNA
THEMIS2,ENSG00000130775,1,protein-coding
RPA2,ENSG00000117748,1,protein-coding
SMPDL3B,ENSG00000130768,1,protein-coding
XKR8,ENSG00000158156,1,protein-coding
EYA3,ENSG00000158161,1,protein-coding
RN7SL559P,ENSG00000240750,1,pseudo
RNU6-176P,ENSG00000253005,1,pseudo
PTAFR,ENSG00000169403,1,protein-coding
DNAJC8,ENSG00000126698,1,protein-coding
ATP5IF1,ENSG00000130770,1,protein-coding
SESN2,ENSG00000130766,1,protein-coding
MED18,ENSG00000130772,1,protein-coding
PHACTR4,ENSG00000204138,1,protein-coding
RNU6ATAC27P,ENSG00000221216,1,pseudo
RCC1,ENSG00000180198,1,protein-coding
SNHG3,ENSG00000242125,1,ncRNA
SNORA73A,ENSG00000274266,1,snoRNA
SNORA73B,ENSG00000200087,1,snoRNA
TRNAU1AP,ENSG00000180098,1,protein-coding
SNHG12,ENSG00000197989,1,ncRNA
SNORD99,ENSG00000221539,1,snoRNA
SNORA61,ENSG00000278274,1,snoRNA
SNORA44,ENSG00000273544,1,snoRNA
SNORA16A,ENSG00000280498,1,snoRNA
TAF12,ENSG00000120656,1,protein-coding
RAB42,ENSG00000188060,1,protein-coding
RNU11,ENSG00000274978,1,snRNA
GMEB1,ENSG00000162419,1,protein-coding
LOC124904809,ENSG00000252777,1,ncRNA
YTHDF2,ENSG00000198492,1,protein-coding
OPRD1,ENSG00000116329,1,protein-coding
EPB41,ENSG00000159023,1,protein-coding
RPL27P4,ENSG00000225616,1,pseudo
TMEM200B,ENSG00000253304,1,protein-coding
SRSF4,ENSG00000116350,1,protein-coding
MECR,ENSG00000116353,1,protein-coding
PTPRU,ENSG00000060656,1,protein-coding
LINC01756,ENSG00000230523,1,ncRNA
LINC01648,ENSG00000233399,1,ncRNA
MATN1,ENSG00000162510,1,protein-coding
MATN1-AS1,ENSG00000186056,1,ncRNA
LAPTM5,ENSG00000162511,1,protein-coding
MIR4420,ENSG00000264773,1,ncRNA
LINC01778,ENSG00000223382,1,ncRNA
RN7SKP91,ENSG00000222784,1,pseudo
LOC400748,ENSG00000235143,1,ncRNA
SDC3,ENSG00000162512,1,protein-coding
RN7SL371P,ENSG00000266210,1,pseudo
PUM1,ENSG00000134644,1,protein-coding
NKAIN1,ENSG00000084628,1,protein-coding
SNRNP40,ENSG00000060688,1,protein-coding
ZCCHC17,ENSG00000121766,1,protein-coding
FABP3,ENSG00000121769,1,protein-coding
SERINC2,ENSG00000168528,1,protein-coding
EEF1A1P46,ENSG00000215899,1,pseudo
RNU6-40P,ENSG00000206981,1,pseudo
TINAGL1,ENSG00000142910,1,protein-coding
HCRTR1,ENSG00000121764,1,protein-coding
PEF1,ENSG00000162517,1,protein-coding
COL16A1,ENSG00000084636,1,protein-coding
ADGRB2,ENSG00000121753,1,protein-coding
MIR4254,ENSG00000266580,1,ncRNA
SPOCD1,ENSG00000134668,1,protein-coding
PTP4A2,ENSG00000184007,1,protein-coding
KHDRBS1,ENSG00000121774,1,protein-coding
TMEM39B,ENSG00000121775,1,protein-coding
MIR5585,ENSG00000266203,1,ncRNA
KPNA6,ENSG00000025800,1,protein-coding
TXLNA,ENSG00000084652,1,protein-coding
CCDC28B,ENSG00000160050,1,protein-coding
IQCC,ENSG00000160051,1,protein-coding
DCDC2B,ENSG00000222046,1,protein-coding
TMEM234,ENSG00000160055,1,protein-coding
EIF3I,ENSG00000084623,1,protein-coding
FAM167B,ENSG00000183615,1,protein-coding
LCK,ENSG00000182866,1,protein-coding
HDAC1,ENSG00000116478,1,protein-coding
MARCKSL1,ENSG00000175130,1,protein-coding
TSSK3,ENSG00000162526,1,protein-coding
FAM229A,ENSG00000225828,1,protein-coding
BSDC1,ENSG00000160058,1,protein-coding
RN7SL122P,ENSG00000263529,1,pseudo
ZBTB8B,ENSG00000273274,1,protein-coding
ZBTB8A,ENSG00000160062,1,protein-coding
ZBTB8OS,ENSG00000176261,1,protein-coding
RBBP4,ENSG00000162521,1,protein-coding
SYNC,ENSG00000162520,1,protein-coding
NHSL3,ENSG00000162522,1,protein-coding
YARS1,ENSG00000134684,1,protein-coding
S100PBP,ENSG00000116497,1,protein-coding
FNDC5,ENSG00000160097,1,protein-coding
HPCA,ENSG00000121905,1,protein-coding
TMEM54,ENSG00000121900,1,protein-coding
RNF19B,ENSG00000116514,1,protein-coding
RPL18AP4,ENSG00000217644,1,pseudo
AK2,ENSG00000004455,1,protein-coding
AZIN2,ENSG00000142920,1,protein-coding
TRIM62,ENSG00000116525,1,protein-coding
ZNF362,ENSG00000160094,1,protein-coding
A3GALT2,ENSG00000184389,1,protein-coding
PHC2,ENSG00000134686,1,protein-coding
MIR3605,ENSG00000284154,1,ncRNA
RN7SKP16,ENSG00000222112,1,pseudo
TLR12P,ENSG00000234512,1,pseudo
ZSCAN20,ENSG00000121903,1,protein-coding
LOC100422287,ENSG00000235907,1,pseudo
CSMD2,ENSG00000121904,1,protein-coding
HSPD1P14,ENSG00000227000,1,pseudo
HMGB4,ENSG00000176256,1,protein-coding
CSMD2-AS1,ENSG00000231163,1,ncRNA
RNA5SP42,ENSG00000201148,1,pseudo
C1orf94,ENSG00000142698,1,protein-coding
LOC100420336,ENSG00000270241,1,pseudo
MIR552,ENSG00000207941,1,ncRNA
SMIM12,ENSG00000163866,1,protein-coding
GJB5,ENSG00000189280,1,protein-coding
GJB4,ENSG00000189433,1,protein-coding
GJB3,ENSG00000188910,1,protein-coding
GJA4,ENSG00000187513,1,protein-coding
DLGAP3,ENSG00000116544,1,protein-coding
TMEM35B,ENSG00000243749,1,protein-coding
ZMYM6,ENSG00000163867,1,protein-coding
ZMYM1,ENSG00000197056,1,protein-coding
RPL12P45,ENSG00000233940,1,pseudo
LOC105378644,ENSG00000284640,1,ncRNA
SFPQ,ENSG00000116560,1,protein-coding
ZMYM4,ENSG00000146463,1,protein-coding
RN7SL503P,ENSG00000240374,1,pseudo
LOC124900419,ENSG00000201542,1,snoRNA
RPL5P4,ENSG00000229994,1,pseudo
ZMYM4-AS1,ENSG00000227409,1,ncRNA
KIAA0319L,ENSG00000142687,1,protein-coding
NCDN,ENSG00000020129,1,protein-coding
TFAP2E-AS1,ENSG00000239636,1,ncRNA
TFAP2E,ENSG00000116819,1,protein-coding
PSMB2,ENSG00000126067,1,protein-coding
C1orf216,ENSG00000142686,1,protein-coding
CLSPN,ENSG00000092853,1,protein-coding
AGO4,ENSG00000134698,1,protein-coding
AGO1,ENSG00000092847,1,protein-coding
CFAP97P1,ENSG00000271164,1,pseudo
AGO3,ENSG00000126070,1,protein-coding
LOC100128093,ENSG00000232862,1,pseudo
TEKT2,ENSG00000092850,1,protein-coding
ADPRS,ENSG00000116863,1,protein-coding
COL8A2,ENSG00000171812,1,protein-coding
TRAPPC3,ENSG00000054116,1,protein-coding
MAP7D1,ENSG00000116871,1,protein-coding
RN7SL131P,ENSG00000264592,1,pseudo
THRAP3,ENSG00000054118,1,protein-coding
UBE2V2P4,ENSG00000231849,1,pseudo
SH3D21,ENSG00000214193,1,protein-coding
EVA1B,ENSG00000142694,1,protein-coding
STK40,ENSG00000196182,1,protein-coding
LSM10,ENSG00000181817,1,protein-coding
RNU4-27P,ENSG00000222821,1,pseudo
OSCP1,ENSG00000116885,1,protein-coding
SNORA63C,ENSG00000201448,1,snoRNA
MRPS15,ENSG00000116898,1,protein-coding
CSF3R,ENSG00000119535,1,protein-coding
FTLP18,ENSG00000230214,1,pseudo
LOC124904023,ENSG00000284720,1,ncRNA
GRIK3,ENSG00000163873,1,protein-coding
LOC124904027,ENSG00000284650,1,ncRNA
MIR4255,ENSG00000264698,1,ncRNA
RNU6-636P,ENSG00000207328,1,pseudo
RNA5SP43,ENSG00000252368,1,pseudo
RPS29P6,ENSG00000230451,1,pseudo
LITATS1,ENSG00000233621,1,ncRNA
ZC3H12A,ENSG00000163874,1,protein-coding
MIR6732,ENSG00000283724,1,ncRNA
MEAF6,ENSG00000163875,1,protein-coding
MIR5581,ENSG00000263675,1,ncRNA
SNIP1,ENSG00000163877,1,protein-coding
DNALI1,ENSG00000163879,1,protein-coding
GNL2,ENSG00000134697,1,protein-coding
RSPO1,ENSG00000169218,1,protein-coding
AIRIM,ENSG00000116922,1,protein-coding
CDCA8,ENSG00000134690,1,protein-coding
EPHA10,ENSG00000183317,1,protein-coding
MANEAL,ENSG00000185090,1,protein-coding
YRDC,ENSG00000196449,1,protein-coding
C1orf122,ENSG00000197982,1,protein-coding
MTF1,ENSG00000188786,1,protein-coding
RPS2P13,ENSG00000235673,1,pseudo
INPP5B,ENSG00000204084,1,protein-coding
RNU6-584P,ENSG00000222282,1,pseudo
SF3A3,ENSG00000183431,1,protein-coding
FHL3,ENSG00000183386,1,protein-coding
UTP11,ENSG00000183520,1,protein-coding
POU3F1,ENSG00000185668,1,protein-coding
MIR3659HG,ENSG00000224592,1,ncRNA
MIR3659,ENSG00000265596,1,ncRNA
LINC01343,ENSG00000237290,1,ncRNA
TUBB6P1,ENSG00000275350,1,pseudo
RNU6-753P,ENSG00000200796,1,pseudo
HSPA5P1,ENSG00000215895,1,pseudo
RRAGC,ENSG00000116954,1,protein-coding
RRAGC-DT,ENSG00000228436,1,ncRNA
MYCBP,ENSG00000214114,1,protein-coding
GJA9,ENSG00000131233,1,protein-coding
RHBDL2,ENSG00000158315,1,protein-coding
RNU6-605P,ENSG00000199963,1,pseudo
AKIRIN1,ENSG00000174574,1,protein-coding
NDUFS5,ENSG00000168653,1,protein-coding
MACF1,ENSG00000127603,1,protein-coding
RNU6-608P,ENSG00000206654,1,pseudo
RNA5SP44,ENSG00000222378,1,pseudo
BMP8A,ENSG00000183682,1,protein-coding
OXCT2P1,ENSG00000237624,1,pseudo
PABPC4,ENSG00000090621,1,protein-coding
PABPC4-AS1,ENSG00000228060,1,ncRNA
SNORA55,ENSG00000201457,1,snoRNA
HEYL,ENSG00000163909,1,protein-coding
NT5C1A,ENSG00000116981,1,protein-coding
HPCAL4,ENSG00000116983,1,protein-coding
PPIE,ENSG00000084072,1,protein-coding
RNU7-121P,ENSG00000252413,1,pseudo
BMP8B,ENSG00000116985,1,protein-coding
OXCT2,ENSG00000198754,1,protein-coding
BMP8B-AS1,ENSG00000285905,1,ncRNA
LOC101929536,ENSG00000261798,1,ncRNA
LOC130932201,ENSG00000284719,1,ncRNA
LINC02811,ENSG00000284678,1,ncRNA
TRIT1,ENSG00000043514,1,protein-coding
MYCL,ENSG00000116990,1,protein-coding
MYCL-AS1,ENSG00000236546,1,ncRNA
MFSD2A,ENSG00000168389,1,protein-coding
CAP1,ENSG00000131236,1,protein-coding
PPT1,ENSG00000131238,1,protein-coding
RLF,ENSG00000117000,1,protein-coding
RNU6-1237P,ENSG00000207508,1,pseudo
TMCO2,ENSG00000188800,1,protein-coding
ZMPSTE24,ENSG00000084073,1,protein-coding
COL9A2,ENSG00000049089,1,protein-coding
RPL21P20,ENSG00000227311,1,pseudo
SMAP2,ENSG00000084070,1,protein-coding
ZFP69B,ENSG00000187801,1,protein-coding
ZFP69,ENSG00000187815,1,protein-coding
EXO5,ENSG00000164002,1,protein-coding
ZNF684,ENSG00000117010,1,protein-coding
GTF2F2P2,ENSG00000233910,1,pseudo
RIMS3,ENSG00000117016,1,protein-coding
NFYC,ENSG00000066136,1,protein-coding
MIR30E,ENSG00000198974,1,ncRNA
MIR30C1,ENSG00000207962,1,ncRNA
KCNQ4,ENSG00000117013,1,protein-coding
RN7SL326P,ENSG00000264582,1,pseudo
CITED4,ENSG00000179862,1,protein-coding
LOC100128362,ENSG00000228940,1,pseudo
CTPS1,ENSG00000171793,1,protein-coding
SLFNL1-AS1,ENSG00000281207,1,ncRNA
SLFNL1,ENSG00000171790,1,protein-coding
SCMH1,ENSG00000010803,1,protein-coding
SCMH1-DT,ENSG00000235358,1,ncRNA
FOXO6,ENSG00000204060,1,protein-coding
FOXO6-AS1,ENSG00000229901,1,ncRNA
RNA5SP45,ENSG00000252563,1,pseudo
EDN2,ENSG00000127129,1,protein-coding
HIVEP3,ENSG00000127124,1,protein-coding
LOC100418723,ENSG00000230638,1,pseudo
LOC128125817,ENSG00000284895,1,protein-coding
GUCA2B,ENSG00000044012,1,protein-coding
GUCA2A,ENSG00000197273,1,protein-coding
FOXJ3,ENSG00000198815,1,protein-coding
RIMKLA,ENSG00000177181,1,protein-coding
RPS15AP8,ENSG00000235002,1,pseudo
ZMYND12,ENSG00000066185,1,protein-coding
PPCS,ENSG00000127125,1,protein-coding
CCDC30,ENSG00000186409,1,protein-coding
RPS3AP11,ENSG00000230116,1,pseudo
RNU6-536P,ENSG00000200254,1,pseudo
PPIH,ENSG00000171960,1,protein-coding
YBX1,ENSG00000065978,1,protein-coding
CLDN19,ENSG00000164007,1,protein-coding
P3H1,ENSG00000117385,1,protein-coding
C1orf50,ENSG00000164008,1,protein-coding
TMEM269,ENSG00000274386,1,protein-coding
SVBP,ENSG00000177868,1,protein-coding
ERMAP,ENSG00000164010,1,protein-coding
ZNF691-DT,ENSG00000228192,1,ncRNA
ZNF691,ENSG00000164011,1,protein-coding
SLC2A1,ENSG00000117394,1,protein-coding
ATP6V0CP4,ENSG00000284138,1,pseudo
SLC2A1-DT,ENSG00000227533,1,ncRNA
RNU6-880P,ENSG00000207256,1,pseudo
LOC124904715,ENSG00000283136,1,pseudo
CFAP144,ENSG00000186973,1,protein-coding
EBNA1BP2,ENSG00000117395,1,protein-coding
MIR6733,ENSG00000284410,1,ncRNA
CFAP57,ENSG00000243710,1,protein-coding
RNA5SP46,ENSG00000199240,1,pseudo
TMEM125,ENSG00000179178,1,protein-coding
C1orf210,ENSG00000253313,1,protein-coding
TIE1,ENSG00000066056,1,protein-coding
MPL,ENSG00000117400,1,protein-coding
CDC20-DT,ENSG00000234694,1,ncRNA
CDC20,ENSG00000117399,1,protein-coding
ELOVL1,ENSG00000066322,1,protein-coding
MIR6734,ENSG00000283836,1,ncRNA
MED8,ENSG00000159479,1,protein-coding
SZT2,ENSG00000198198,1,protein-coding
SZT2-AS1,ENSG00000229372,1,ncRNA
MIR6735,ENSG00000274975,1,ncRNA
HYI,ENSG00000178922,1,protein-coding
HYI-AS1,ENSG00000229348,1,ncRNA
PTPRF,ENSG00000142949,1,protein-coding
KDM4A,ENSG00000066135,1,protein-coding
ST3GAL3,ENSG00000126091,1,protein-coding
ST3GAL3-AS1,ENSG00000229444,1,ncRNA
LOC124904721,ENSG00000283414,1,pseudo
MIR6079,ENSG00000283477,1,ncRNA
ARTN,ENSG00000117407,1,protein-coding
LOC101929609,ENSG00000237950,1,ncRNA
IPO13,ENSG00000117408,1,protein-coding
DPH2,ENSG00000132768,1,protein-coding
ATP6V0B,ENSG00000117410,1,protein-coding
B4GALT2,ENSG00000117411,1,protein-coding
CCDC24,ENSG00000159214,1,protein-coding
SLC6A9,ENSG00000196517,1,protein-coding
LOC107984948,ENSG00000230615,1,ncRNA
KRT8P47,ENSG00000271647,1,pseudo
RN7SL479P,ENSG00000239560,1,pseudo
KLF17,ENSG00000171872,1,protein-coding
KLF18,ENSG00000283039,1,protein-coding
OOSP1P1,ENSG00000238037,1,pseudo
LOC100130714,ENSG00000271329,1,pseudo
DMAP1,ENSG00000178028,1,protein-coding
ERI3,ENSG00000117419,1,protein-coding
ERI3-IT1,ENSG00000233602,1,ncRNA
RNU6-369P,ENSG00000199385,1,pseudo
RNF220,ENSG00000187147,1,protein-coding
MIR5584,ENSG00000263381,1,ncRNA
TMEM53,ENSG00000126106,1,protein-coding
ARMH1,ENSG00000198520,1,protein-coding
RNU5F-1,ENSG00000199377,1,snRNA
RNU5D-1,ENSG00000200169,1,snRNA
KIF2C,ENSG00000142945,1,protein-coding
RPS8,ENSG00000142937,1,protein-coding
SNORD55,ENSG00000264294,1,snoRNA
SNORD46,ENSG00000200913,1,snoRNA
SNORD38A,ENSG00000202031,1,snoRNA
SNORD38B,ENSG00000281859,1,snoRNA
RPS15AP11,ENSG00000234093,1,pseudo
BEST4,ENSG00000142959,1,protein-coding
PLK3,ENSG00000173846,1,protein-coding
DYNLT4,ENSG00000188396,1,protein-coding
BTBD19,ENSG00000222009,1,protein-coding
PTCH2,ENSG00000117425,1,protein-coding
RNU5E-6P,ENSG00000202444,1,pseudo
EIF2B3,ENSG00000070785,1,protein-coding
RNA5SP47,ENSG00000253039,1,pseudo
HECTD3,ENSG00000126107,1,protein-coding
UROD,ENSG00000126088,1,protein-coding
ZSWIM5,ENSG00000162415,1,protein-coding
LINC01144,ENSG00000281912,1,ncRNA
HPDL,ENSG00000186603,1,protein-coding
MUTYH,ENSG00000132781,1,protein-coding
TOE1,ENSG00000132773,1,protein-coding
TESK2,ENSG00000070759,1,protein-coding
PPIAP36,ENSG00000236872,1,pseudo
CCDC163,ENSG00000280670,1,protein-coding
MMACHC,ENSG00000132763,1,protein-coding
PRDX1,ENSG00000117450,1,protein-coding
AKR1A1,ENSG00000117448,1,protein-coding
NASP,ENSG00000132780,1,protein-coding
CCDC17,ENSG00000159588,1,protein-coding
GPBP1L1,ENSG00000159592,1,protein-coding
RPL7AP16,ENSG00000234329,1,pseudo
TMEM69,ENSG00000159596,1,protein-coding
IPP,ENSG00000197429,1,protein-coding
RPL6P1,ENSG00000236111,1,pseudo
MAST2,ENSG00000086015,1,protein-coding
PIK3R3,ENSG00000117461,1,protein-coding
P3R3URF-PIK3R3,ENSG00000278139,1,protein-coding
COX7BP4,ENSG00000233114,1,pseudo
TSPAN1,ENSG00000117472,1,protein-coding
P3R3URF,ENSG00000250719,1,protein-coding
POMGNT1,ENSG00000085998,1,protein-coding
LURAP1,ENSG00000171357,1,protein-coding
RAD54L,ENSG00000085999,1,protein-coding
LRRC41,ENSG00000132128,1,protein-coding
UQCRH,ENSG00000173660,1,protein-coding
NSUN4,ENSG00000117481,1,protein-coding
FAAH,ENSG00000117480,1,protein-coding
LINC01398,ENSG00000224863,1,ncRNA
DMBX1,ENSG00000197587,1,protein-coding
TMEM275,ENSG00000282881,1,protein-coding
MKNK1-AS1,ENSG00000269956,1,ncRNA
KNCN,ENSG00000162456,1,protein-coding
MKNK1,ENSG00000079277,1,protein-coding
MOB3C,ENSG00000142961,1,protein-coding
ATPAF1,ENSG00000123472,1,protein-coding
NENFP1,ENSG00000233647,1,pseudo
TEX38,ENSG00000186118,1,protein-coding
EFCAB14-AS1,ENSG00000228237,1,ncRNA
EFCAB14,ENSG00000159658,1,protein-coding
CYP4B1,ENSG00000142973,1,protein-coding
TUBAP8,ENSG00000238145,1,pseudo
CYP4A11,ENSG00000187048,1,protein-coding
CYP4A43P,ENSG00000261196,1,pseudo
CYP4A27P,ENSG00000261593,1,pseudo
CYP4A44P,ENSG00000261290,1,pseudo
CYP4X1,ENSG00000186377,1,protein-coding
CYP4Z1,ENSG00000186160,1,protein-coding
TUBAP9,ENSG00000225154,1,pseudo
CYP4A22,ENSG00000162365,1,protein-coding
MTND1P34,ENSG00000225514,1,pseudo
LINC00853,ENSG00000224805,1,ncRNA
PDZK1IP1,ENSG00000162366,1,protein-coding
TAL1,ENSG00000162367,1,protein-coding
STIL,ENSG00000123473,1,protein-coding
CMPK1,ENSG00000162368,1,protein-coding
FOXE3,ENSG00000186790,1,protein-coding
FOXD2-AS1,ENSG00000237424,1,ncRNA
FOXD2,ENSG00000186564,1,protein-coding
RPL21P24,ENSG00000229554,1,pseudo
ATP6V0E1P4,ENSG00000227883,1,pseudo
LINC01738,ENSG00000227947,1,ncRNA
TRABD2B,ENSG00000269113,1,protein-coding
SLC5A9,ENSG00000117834,1,protein-coding
SPATA6,ENSG00000132122,1,protein-coding
PPP1R8P1,ENSG00000224986,1,pseudo
RNU6-723P,ENSG00000206700,1,pseudo
RNU4-61P,ENSG00000223175,1,pseudo
RPL21P25,ENSG00000232514,1,pseudo
AGBL4,ENSG00000186094,1,protein-coding
BEND5,ENSG00000162373,1,protein-coding
AGBL4-AS1,ENSG00000230114,1,ncRNA
AGBL4-IT1,ENSG00000225623,1,ncRNA
MTND2P29,ENSG00000233595,1,pseudo
ELAVL4,ENSG00000162374,1,protein-coding
ELAVL4-AS1,ENSG00000237337,1,ncRNA
LINC02808,ENSG00000284696,1,ncRNA
LOC105378710,ENSG00000284645,1,ncRNA
RPS2P11,ENSG00000234080,1,pseudo
DMRTA2,ENSG00000142700,1,protein-coding
FAF1,ENSG00000185104,1,protein-coding
FAF1-AS1,ENSG00000225767,1,ncRNA
RNU6-1026P,ENSG00000207194,1,pseudo
CDKN2C,ENSG00000123080,1,protein-coding
MIR4421,ENSG00000265538,1,ncRNA
MIR6500,ENSG00000275816,1,ncRNA
C1orf185,ENSG00000204006,1,protein-coding
LINC01562,ENSG00000203356,1,ncRNA
RNF11,ENSG00000123091,1,protein-coding
RPS2P8,ENSG00000233406,1,pseudo
TTC39A,ENSG00000085831,1,protein-coding
TTC39A-AS1,ENSG00000261664,1,ncRNA
EPS15,ENSG00000085832,1,protein-coding
RNU6-877P,ENSG00000206595,1,pseudo
EPS15-AS1,ENSG00000227070,1,ncRNA
RNU6-1281P,ENSG00000252032,1,pseudo
OSBPL9,ENSG00000117859,1,protein-coding
GAPDHP51,ENSG00000236973,1,pseudo
SLC25A6P3,ENSG00000232846,1,pseudo
LOC124900447,ENSG00000212624,1,snoRNA
NRDC,ENSG00000078618,1,protein-coding
MIR761,ENSG00000283899,1,ncRNA
RAB3B,ENSG00000169213,1,protein-coding
RNA5SP48,ENSG00000200839,1,pseudo
RN7SL290P,ENSG00000264613,1,pseudo
TXNDC12,ENSG00000117862,1,protein-coding
KTI12,ENSG00000198841,1,protein-coding
TXNDC12-AS1,ENSG00000228369,1,ncRNA
BTF3L4,ENSG00000134717,1,protein-coding
ZFYVE9,ENSG00000157077,1,protein-coding
RN7SL788P,ENSG00000241745,1,pseudo
PDCL3P6,ENSG00000224255,1,pseudo
RPL9P12,ENSG00000236004,1,pseudo
CC2D1B,ENSG00000154222,1,protein-coding
ORC1,ENSG00000085840,1,protein-coding
PRPF38A,ENSG00000134748,1,protein-coding
TUT4,ENSG00000134744,1,protein-coding
EEF1GP7,ENSG00000236290,1,pseudo
GPX7,ENSG00000116157,1,protein-coding
SHISAL2A,ENSG00000182183,1,protein-coding
COA7,ENSG00000162377,1,protein-coding
RN7SL62P,ENSG00000239640,1,pseudo
ZYG11B,ENSG00000162378,1,protein-coding
RNU2-30P,ENSG00000252018,1,pseudo
RPS13P2,ENSG00000228929,1,pseudo
RNU6-969P,ENSG00000206627,1,pseudo
ZYG11A,ENSG00000203995,1,protein-coding
ECHDC2,ENSG00000121310,1,protein-coding
LOC100652967,ENSG00000231866,1,pseudo
SCP2,ENSG00000116171,1,protein-coding
PODN,ENSG00000174348,1,protein-coding
SLC1A7,ENSG00000162383,1,protein-coding
CPT2,ENSG00000157184,1,protein-coding
CZIB,ENSG00000162384,1,protein-coding
CZIB-DT,ENSG00000259818,1,ncRNA
MAGOH,ENSG00000162385,1,protein-coding
MAGOH-DT,ENSG00000226754,1,ncRNA
LRP8,ENSG00000157193,1,protein-coding
DMRTB1,ENSG00000143006,1,protein-coding
GLIS1,ENSG00000174332,1,protein-coding
RNU7-95P,ENSG00000239007,1,pseudo
NDC1,ENSG00000058804,1,protein-coding
LOC124900439,ENSG00000201003,1,snoRNA
RPL37P7,ENSG00000229687,1,pseudo
YIPF1,ENSG00000058799,1,protein-coding
DIO1,ENSG00000211452,1,protein-coding
IFT25,ENSG00000081870,1,protein-coding
LRRC42,ENSG00000116212,1,protein-coding
HNRNPA3P12,ENSG00000219102,1,pseudo
LDLRAD1,ENSG00000203985,1,protein-coding
TMEM59,ENSG00000116209,1,protein-coding
TCEANC2,ENSG00000116205,1,protein-coding
MIR4781,ENSG00000283749,1,ncRNA
CDCP2,ENSG00000157211,1,protein-coding
CYB5RL,ENSG00000215883,1,protein-coding
MRPL37,ENSG00000116221,1,protein-coding
SSBP3,ENSG00000157216,1,protein-coding
SSBP3-AS1,ENSG00000198711,1,ncRNA
LINC02784,ENSG00000235741,1,ncRNA
ACOT11,ENSG00000162390,1,protein-coding
FAM151A,ENSG00000162391,NA,protein-coding
MROH7,ENSG00000184313,1,protein-coding
MROH7-TTC4,ENSG00000271723,1,ncRNA
TTC4,ENSG00000243725,1,protein-coding
PARS2,ENSG00000162396,1,protein-coding
TTC22,ENSG00000006555,1,protein-coding
CIMAP2,ENSG00000162398,1,protein-coding
DHCR24,ENSG00000116133,1,protein-coding
LOC105378736,ENSG00000284601,1,ncRNA
TMEM61,ENSG00000143001,1,protein-coding
BSND,ENSG00000162399,1,protein-coding
PCSK9,ENSG00000169174,1,protein-coding
USP24,ENSG00000162402,1,protein-coding
MIR4422HG,ENSG00000231090,1,ncRNA
MIR4422,ENSG00000265822,1,ncRNA
GOT2P1,ENSG00000231900,1,pseudo
MTCO2P34,ENSG00000232198,1,pseudo
RNU6-830P,ENSG00000252162,1,pseudo
LINC01755,ENSG00000233079,1,ncRNA
LINC01753,ENSG00000230250,1,ncRNA
PIGQP1,ENSG00000227104,1,pseudo
RPSAP20,ENSG00000229871,1,pseudo
LINC01767,ENSG00000223956,1,ncRNA
PLPP3,ENSG00000162407,1,protein-coding
RPL21P23,ENSG00000236776,1,pseudo
RPL23AP85,ENSG00000224980,1,pseudo
PRKAA2,ENSG00000162409,1,protein-coding
FYB2,ENSG00000187889,1,protein-coding
C8A,ENSG00000157131,1,protein-coding
C8B,ENSG00000021852,1,protein-coding
DAB1,ENSG00000173406,1,protein-coding
DAB1-AS1,ENSG00000226759,1,ncRNA
OMA1,ENSG00000162600,1,protein-coding
RN7SL713P,ENSG00000264128,1,pseudo
TACSTD2,ENSG00000184292,1,protein-coding
AK2P1,ENSG00000185839,1,pseudo
MYSM1,ENSG00000162601,1,protein-coding
JUN,ENSG00000177606,1,protein-coding
LOC101926907,ENSG00000234807,1,ncRNA
LINC02777,ENSG00000232453,1,ncRNA
HSD52,ENSG00000224609,1,ncRNA
FGGY,ENSG00000172456,1,protein-coding
MIR4711,ENSG00000266150,1,ncRNA
HOOK1,ENSG00000134709,1,protein-coding
CYP2J2,ENSG00000134716,1,protein-coding
RN7SL475P,ENSG00000265535,1,pseudo
C1orf87,ENSG00000162598,1,protein-coding
LINC01748,ENSG00000226476,1,ncRNA
LOC101926964,ENSG00000231252,1,ncRNA
NFIA,ENSG00000162599,1,protein-coding
NFIA-AS2,ENSG00000237928,1,ncRNA
NFIA-AS1,ENSG00000237853,1,ncRNA
TM2D1,ENSG00000162604,1,protein-coding
PATJ,ENSG00000132849,1,protein-coding
RNU6-414P,ENSG00000200575,1,pseudo
RNU6-1177P,ENSG00000212360,1,pseudo
RN7SL180P,ENSG00000242860,1,pseudo
MIR3116-1,ENSG00000263908,1,ncRNA
MIR3116-2,ENSG00000283690,1,ncRNA
RPS15AP7,ENSG00000234088,1,pseudo
L1TD1,ENSG00000240563,1,protein-coding
KANK4,ENSG00000132854,1,protein-coding
RNU6-371P,ENSG00000201153,1,pseudo
USP1,ENSG00000162607,1,protein-coding
DOCK7,ENSG00000116641,1,protein-coding
ANGPTL3,ENSG00000132855,1,protein-coding
DOCK7-DT,ENSG00000235545,1,ncRNA
ATG4C,ENSG00000125703,1,protein-coding
LINC01739,ENSG00000229537,1,ncRNA
LINC00466,ENSG00000224209,1,ncRNA
RNA5SP49,ENSG00000252259,1,pseudo
RPSAP65,ENSG00000223683,1,pseudo
FOXD3-AS1,ENSG00000230798,1,ncRNA
